reference,hypothesis,WER,CER
sundarban dünyanın ən böyük sahilyanı manqrov bölgəsidir və sahildən banqladeş və hindistanın içərilərinə doğru 80 km 50 mil uzanır,"Sundarban dünyanın ən böyük sahiliyanı Mangurov bölgəsidir və sahildən bangaladır və hindistanın inşərlərinə doğru 60 km, 50 mil uzanır.",0.3684210526315789,0.09923664122137404
o bütün bu şayiələri siyasi boşboğazlıq və axmaqlıq adlandırdı,"O, bütün bu şayələri siyasi boş bağızlıq və ahmulqlıq adlandırırdı.",0.6666666666666666,0.1774193548387097
mərasimin i̇taliyanın bir çox digər şəhərlərində və dünyanın qalan hissəsində xüsusilə də polşada geniş insan kütlələri tərəfindən izlənməsi üçün həmin yerlərə də eyni şəkildə nəhəng ekranlar quraşdırıldı,"Mərasımin İtalyanın bir çox digər şəhərlərində və dünyanın qalan isəsində, xüsusilə də polşada geniş insan köçlərə tərəfindən izlənməsi üzün, həmin yerlərə enişəkildə nəhək əqraqınlar quraşdırılırdı.",0.4074074074074074,0.12745098039215685
filippinli fotoqraflar kimi uşaqlar və yaşlılar da daxil 6 əsr sərbəst buraxıldı,"Fülifbinin fotograflar kimi uşaqlar və yaşlılar da daxil, 6 esir sərbəz bırakıldı.",0.5,0.175
qonaqlarının ruh yüksəkliyini qorumaq və onların həmin yerdə qonaqlamasını təmin etmək üçün onlar adətən xüsusi yemək-içmək və əyləncə təklif edirlər,"Qonqlara rüq hüqsəkləyini qorumak və onların həmin yeri də qonqlanmasını təmin etmək üçün onlar adətən xüsusi gəmək, içmək və ələncə təklif edirlər.",0.55,0.14093959731543623
dünən axşam buenos airesdən 50 km 31 mil məsafədə yerləşən la plata şəhərində hazırki senator və argentinanın birinci xanımı kristina fernandez de kirçner prezidentliyə namizədliyini elan etdi,Dünən akşam Buena Sairesdən 50 km 31-mil məsafədə yerləşən Laplata şəhərində Hazırki Senatır Varginsinə 1. qanımı Kristina Fernandızda Kirşınır prezidentliyə namizətliyini eyalan etti.,0.6666666666666666,0.17708333333333334
mövcud bütün resurslardan bir qurumun funksional departamentlərində effektiv bir şəkildə istifadə olunursa yaradıcılıq və ustalıq ortaya çıxa bilər,"Mövcud bütö resurslardan bir qurumun funksiyonal departmetlərində effektib bir şəkildə istifadə olunursa, yaratıcılık və əbustalığı ortaya çıxabilər.",0.5,0.10204081632653061
tələbələr bloqlardan uyğun istifadə edərək analitik və tənqidi bacarıqlarını möhkəmləndirə bilər; tez-tez internet materiallarına müraciət edib başqalarının yazıları əsasında bir mövqe ortaya qoya həmçinin xüsusi mövzularda öz perspektivlərini müəyyən edə bilərlər oravec 2002,"Tələbələr bloglarda uqqun istifadə edən bəq anatik və tənqidi bacarıqları müəqəmləndirə bilər, testiz internet materiallarını müraycət edib başqalarının yazılıları əsaslığında bir mögü ortaya koyu, həmçin qususi mövzularda öz perspektivlərini müəyyən edə biləmlər.",0.6060606060606061,0.18115942028985507
afrikadan daha çox ərəb ruhunun hiss olunduğu bu şəhər ölkənin digər şəhərləri ilə tamamilə ziddiyyət təşkil edir,Afrikadın daha çox ərup ruhunun soyunduğu bu şəhər ölkənin digər şəhərləli ilə tamamilə ziddət dəşilədir.,0.47058823529411764,0.1504424778761062
bura britaniya kolonistlərinin mənimsədikləri yerdir buna görə də əgər bölgənin müstəmləkə tarixi ilə əlaqəli bir dəlil axtarırsınızsa buradan başlaya bilərsiniz,"Bura Britanya Qalaynislərinin mənimsədikləri yeridir. Buna görə də əcər böygənin müstəmnəki tarixilələ qəlibirli dəril axtarırsınızsa, buradan başlayabilirsiniz.",0.7,0.15527950310559005
abş-ın geoloji xidmətlər bürosunun astrologiya heyətindən və arizona ştatının flagstaff şəhərində yerləşən şimali arizona universitetindən olan qlen kuşinqin dediyinə görə onların termal hərəkətləri yer planetindəki kifayət qədər davamlı temperaturu tez-tez dəstəkləyən böyük mağaralarda olanlar qədər stabil deyil ancaq bu həmin dərin dəliklərin torpaqda olması ilə əlaqəlidir,"Abusun geologi hütmətlər bürosun Astrologiyyə həyətindən və Arizona-şıtatının Flux Staff şəhərində yerləşən Şimali-Arizon universitetindən olan Glenn Cushin indədədəyində görə, onların termal hərəkətləri, yer planetindəki kifaya qədər davamlı temperature-ı, təsizdə hissəkləyən böyük mağaralarda olanlar qədər stabildir. Ancaq bu həmin dərin dəliklərin torpaqlı olması ilə lagəlidir.",0.5217391304347826,0.15119363395225463
əyləncəli xəbərlər veb-saytı tmz fotoqrafın öz avtomobilini sepulveda bulvarının digər tərəfində saxladığını yolu keçib davam etməzdən əvvəl polis məntəqəsinin şəkillərini çəkməyə çalışdığını nəticədə kaliforniya dövlət yol patrul xidmətinin polis zabitinin ona geri qayıtmalı olduğunu söyləmək üçün yol hərəkətini iki dəfə dayandırdığını başa düşür,"Eləndcəli xəbələr website TMZ fotografin öz automobilini Sapul VW varının digər tərəkində saxladığı yolu keçib devam etməzdən əvvəl polis mənətəqəsinin şəkirlərinini çəkməyə çalışdıqını, nəticədə Kaliforniya növlək yol patrul xidmətinin, polis zabitinin, onu geri qəytərmalı olduğunu səyələmək üçün yol hərəkətini iki dədə dayandırdıqını başa düşür.",0.5348837209302325,0.12607449856733524
bu halda bizə yalnız yeni bir ixtiradan sonra klaviaturanın nəyə yarayacağını təxmin etmək qalır,"Bu halda, bize yalnız yeni bir ixtiradan sonra Qavya Turanın nəyə yananın çarana təqmin etmək qaları.",0.5714285714285714,0.19791666666666666
qərbi avropa həyat tərzini orta əsrlərin sonlarında təkmilləşdirməyə başladı dövrün ən böyük yeniliklərindən biri də səlib yürüşləri nəticəsində insanların paltarlarını bağlamaq üçün düymələrdən istifadə etməyə başlaması idi,Qəribi Avrupa həyət tərzini ortasillərin sonlarında təkmilləşdirməyə başladı. Dövrün ən böyük yeniliklərinə beli də səlip yürüyüşlər nətçəsində insanların paltarlarını bağlamak üçün tüyumələrdən istuadə etməyə başlaması idi.,0.5555555555555556,0.10714285714285714
onun sonradan köçürüldüyü addenbruk xəstəxanası kembricdə idi,Onun sonradan çəsirildi Adın Bruck xəstəxanası Cambridge deyilir.,0.7142857142857143,0.3770491803278688
bölgələrin bəzilərində suyu 1 dəqiqə qaynatmaq yetərli olsa da digərlərində bu bir neçə dəqiqə çəkə bilər,"Bölgələrin bəzlərində suyu bir dəyəqə qaynatmağı yetəllə olsala, digərlərinə bu bir neçələyə qəcəkə bilər.",0.75,0.20952380952380953
15 avqust 1940-cı ildə müttəfiqlər cənubi fransanı işğal etdilər işğal planının adı draqun əməliyyatı idi,15 avqust 1940-ci ildə müddəfiqlər canıbi Fransəni işxalətdilər. İşxal planın adı Dragu Nəməliyatı idi.,0.7333333333333333,0.19047619047619047
xüsusilə də yay aylarında sadə populyar bir axşam yeməyi zeytun yağlı pomidorlu və pendir və ton balığı kimi istənilən ərzaqla doldurulmuş pa amb oli adlanan çörəkdir,"Hüsüsirə də yay aylarında sada popüler bir akşam yemeğe zeytun yağlı, pavidovlı və pendir və tombalıbı kimi, islənlən əvzakla doldurulmuş paamboli adalanan çörekdir.",0.6538461538461539,0.1746987951807229
honkonqun ən yaxşı mənzərəsini görmək üçün adadan çıxın və qarşıdakı kowloon sahilinə gedin,Hong Kongun ən yaxşı mənzərəsini görmək üçün adadan çıxın və qarşıdaki Cobblon sahilinə gəlin.,0.38461538461538464,0.12087912087912088
romantizm göte fixte və şleqel kimi yazıçılardan alınmış böyük mədəni bir determinizm ünsürünə sahibdir,"Ramancizin, kötü, fikti və şiləyə gəlkim yazıların alınmış, böyük mədəni bir dətəriminizmən ünsürünə səhəbdir.",0.6428571428571429,0.3106796116504854
tələbələr bloqlardan uyğun istifadə edərək analitik və tənqidi bacarıqlarını möhkəmləndirə bilər; tez-tez internet materiallarına müraciət edib başqalarının yazıları əsasında bir mövqe ortaya qoya həmçinin xüsusi mövzularda öz perspektivlərini müəyyən edə bilərlər oravec 2002,"Tələbələr bloglardan uygul istifadə edərək, analitik və tənqi idi bacarıqları mühəmləndirə bilər, testis internet materiallarına mürajet edib, başqalarının yazılıqlı əsasında bir mövqə ortaya koyar, hər cəni xüsus mövzuları da öz prəsbəklirlərini müəyyən edə bilərlər.",0.696969696969697,0.18840579710144928
şiddətli küləklər dolu həddən artıq yağış və meşə yanğınları fırtına tufan su burulğanları və qasırğalar kimi ağır hava şəraitinin təsirlərinin təzahür formasıdır,"Şiddətli küləklər, dolu, ətdən oda qəqış və müşəyə yağınları, fırtına, tufan, su burulqanları və qasırqalar kimə ağır hava şərafiyin təsirlərin təzahürı formasıdır.",0.7272727272727273,0.17901234567901234
unesco dünya maddi i̇rs siyahısına daxil edilən və hindistan ərazisində olan sundarban meşəliyi sundarban milli parkı olaraq adlandırıldı,Yinesko Dünya Məhdi İrsiyasına daxil edilər və Hindistan ərazisində olan Sundarban Mişaliyyə Sundarban Millifarkı olaraq adlandırdı.,0.5,0.1386861313868613
kasablanka bütün mərakeşdə alış-veriş etmək üçün ən cazib yerlərdən biridir,Kasabalanqa bütün mərakəşdə alışveriş etmək üçün ən zazib yerlərdən biridir.,0.5,0.08
jurnalistlər şübhəlilərin fotoşəkillərini və onlar haqqındakı başqa məlumatları yayarkən təhlükəli sularda üzür deyə dandi universitetinin professoru pamela ferquson bildirib,"Jurnalistlər şüphəllərin fotoşəkiləri və onlar haqqındaki başqa müəllumuqları yayarken, tervikəli sularda üzür, deyə Dandi Universitetin profesoru Pamela Ferguson bildirib.",0.5789473684210527,0.12643678160919541
məhəmməd dünyəvi məsələlərə aid olmayan mövzulara da dərin maraq göstərirdi o düşünmək üçün nur dağındakı hira adlanan mağaraya çox sıx gələrdi,"Məhəmət dünyəvi məsələ raid olmaya mözlardır da, daha dərin maraq göstərirdi. O düşünmək üçün nurdağındakı hir adlanan maqaraya çox sıkkələrdir.",0.6666666666666666,0.18181818181818182
sundarban 1966-cı ildən bəri vəhşi təbiət qoruğudur ərazidə indi 400 benqal pələnginin və təxminən 30 000 xallı maralın olduğu hesab edilir,Sundırban 1966-ı şey ildən bəri vəşri təbiyyət qorubmudur. Arazilə indi 400 bengal peləngirin və təxminən 30.000 xalılın maralımı olduğu hesab edilir.,0.6666666666666666,0.17266187050359713
honkonqun siluetini yaradan binaların düzülüşünü viktoria limanının suları ilə ortaya çıxan cazibədar parıltılı bir histoqram ilə müqayisə etmək olar,"Hong Kongun silüvətini yaradan binaların üzülüşünü, Victoria Limanı'nın suları ilə ortaya çıxınca azbədər, paralıdılı bir istogramiyyələ müqayisə etmək yolar.",0.631578947368421,0.18791946308724833
hər hansı bir məktəb ekskursiyasını virtual olaraq paylaşmaq bu ekskursiyanı əks etdirmək və gələcək dərslərdə təcrübələrimizi bölüşmək üçün əla yoldur,"Hər hansı bir məkləb ekskursiyasını virtual olarak paylaşmaq, bu ekskursiyanı əksətdirimi və gələcət dərslərdə tərcibəlimizi bölüşmək üçün əla yoldur.",0.4,0.09933774834437085
qrenlandiyada əhali seyrək yerləşib. norveç dastanlarında deyilir ki kürən erik adam öldürdüyü üçün i̇slandiyadan sürgün edilərkən qərbə doğru yol alır və burada qrenlandiyanı kəşf edərək onu belə adlandırır,"Grinlandiya da həalə seyrək iləşib. Norveç dastanlarında deyilir ki, Küren Erik adam öldürdüyü üçün İslandiyadan sürgün edilərkən qərabə doğru yol alır və burada Grinlandiya nın keşfədərək onu belə adlandırır.",0.39285714285714285,0.0966183574879227
anqel 2006 izah edir ki bütöv mühit yanaşmasından şirkətlərin işini daha yüksək səviyyəyə çatdırmasına kömək edəcək bir metod kimi istifadə olunur,"Angel kimin altı izah edir ki, bütün mühit yanaşmasından şirketlərin işini daha yüksə səvviyyə çatdırmasına köməyə edəcə bir metod kim istifad olunur?",0.6190476190476191,0.17123287671232876
i̇talyan dili əyalətdə işləyənlərin əksəriyyəti tərəfindən gündəlik istifadə olunan dildir latın dili isə adətən dini mərasimlərdə istifadə olunur,"İtalya ndilə, əyalətdə işləyənlək siriyyəti tərəfindən günlərik istifadə olunan dildir. Latın dilə isə adətən deyini mərhasımlərdə istifadə olunur.",0.5555555555555556,0.13013698630136986
alimlər bu qənaətə gəldilər ki qaranlıq materiyanın digərinə təsiri adi materiyanın eyni formada göstərdiyi təsir kimidir,"Alimlər büqənəətə gəldirlər ki, qaranlıq materiyanın digərlə təsiri Adi materiyanın eyni formada göstərdiyi təsiri kimidir?",0.4375,0.0743801652892562
yanğın 23:35-ə qədər yanğından mühafizə bölmələri tərəfindən söndürüldü,Yağın 23-35 ə qədər yağında mühavizə bölmələri tərəfindən söndürüldü.,0.75,0.09859154929577464
pələngin nəriltisi şirin gur səslə çıxardığı nəriltiyə bənzəmir daha çox xırıltılı və cingiltili səslənən sözlər kimi eşidilir,"Pələngin nərildisi şirinqlür səsləsi xardığı nərildəyə bənzəmir, daha çox xırıldırı və cincirtili səslənən sözlər kiməşlilir.",0.6470588235294118,0.15873015873015872
i̇nternet həm kütləvi həm də fərdlərarası kommunikasiya elementlərini özündə birləşdirir,İnternet həm kütləvi həm də fərdə agaslı kommunikasi eləmətlərini özündə bilinəşdirir.,0.5,0.14772727272727273
daha əvvəllər iqtisadi baxımdan əlverişli və funksional olduğu üçün dünya miqyasında bazara çıxarılan asus eee kompüteri 2007-ci ilin taipei it ayının əsas mövzusu idi,"Daha əvvələr, iktisadi baxamdan əlverişli və funksiyonal olduğu üçün, dünya mediyasında bazar-a çığarlan ASUS-E kampüttürü 2007-ci ilin Type-i-T i'nın əsas məhsusu idi.",0.6666666666666666,0.18562874251497005
"perri bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün texasa qayıdacam"",- dedi lakin daha sonra o rəqabətə davam edəcəyini və 21 yanvarda cənubi karolina ön seçmələrində yarışacağını bildirdi","Pəri, bu akşamki parti izlasının nətçələrini dəhirləndirmək və bu yarışda mənə yerlərə param bir yol muəlləşdirmək üçün təxasa qayda cəm dedir. Lakin daha sonra o, rəqabədə davam edəcəyini və bir girin bir yan barda canubi qaralini ön seçmələrində yarışacaqını bildirdirdir.",0.6944444444444444,0.23282442748091603
bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır,Bu tapıntı həm də qujlələklərinin təkamülü haqqınını təsəvvür yaratır.,0.4,0.10144927536231885
elektronlarından ayrılmış protonlar hidrogen ionları hesab olunur çünki hidrogen atomları bir proton və bir elektrondan ibarətdir,"Elektronlarından ayrılmış protonlar, hidrageniyonları hesab olunur. Çünki hidragen atomları bir proton və bir elektronla nibarətdir.",0.4375,0.07751937984496124
honkonq adası yerləşdiyi əraziyə də öz adını verib və bu ərazi turistlərin diqqətini cəlb edən əsas mərkəzdir,"Hong Kong adası yerləşti, əraziə döz adını verib və bu arazi turistərin diqqətini dəlbədən əsas mərkəzdir.",0.6470588235294118,0.13761467889908258
o bütün bu şayiələri siyasi boşboğazlıq və axmaqlıq adlandırdı,"O, bütün bu şayələri siyasi boşboğazlıq və əxmalıq qadlandırdır.",0.4444444444444444,0.11290322580645161
oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi,"Oktiyobrainə başlayıq, geniş yələm antriji imətirəsçilərinin Mardheli komisiyası ilə cevaq verirdi.",0.8333333333333334,0.3979591836734694
kütlənin əksəriyyətinin avtomobilə sahib olması yollarda qəza hallarının artması ilə yanaşı həm də qəzada fiziki xəsarət alanları müalicə etmək üçün səhiyyə sahəsində yeni texnologiyaların ixtira edilməsinə səbəb olar,"Küsləlin əksəriyyətinin automobili sahib olması yollarda qəzallarını atması ilə yanaşı, həm də qəzada fiziki xəsərət onları müəlləcə etmək üçün səhriyyə səyəsində yeni teknologiyaların ixtirə edilməsinin həsəbə bolar.",0.5714285714285714,0.1336405529953917
ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli-geri qarışdırır,Ayrılma və yeğindən birləşmə hər nəsildən olan iki quru parasından variyasiyaları irəli geri qarışdırır.,0.5384615384615384,0.09090909090909091
eyni qayda kişilərə də tətbiq olunur onlar dizlərini örtən şalvar geyinməlidirlər,Eyni qayda kişiləri də tədbiq olunur. Onlar dizilərinə örtən şalvarı qeyməlidirlər.,0.5454545454545454,0.12345679012345678
şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur,Şəhər həyiniz zamanda Afrika dəki dağ qoraylasını müşahət etməyin ən ucuz yollarından biri olan Miragongo Vulkanik Dağına dırmamak üçün əsas yer həsabı olunur.,0.4090909090909091,0.12179487179487179
i̇lahilik yoqası tibet meditasiyasının mərkəzində dayanır. enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır,İla ilik yoxası tibit məttəsəsın mərkəzinə dayanır. Enerji kanalların dəmizlənməsi və çakralanıq difləşdirilməsi üçün çəşidli səmami vaalıqların təsvirləri göstərilir və aidinlən maşure oyanır.,0.7272727272727273,0.16176470588235295
oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi,Oktiyab raində başlayıq geniş yayan antrejim ehtrasılığına Martelli komisiyan ilə caəb verdi.,0.75,0.22448979591836735
bu oyun sprinqboks komandasının beş oyunluq məğlubiyyət dövrünü sonlandırdı,Bu uyun SpringBooks kamanadasının 5 uyunlulq məhlu birət dövrünü sonlandırdı.,0.8888888888888888,0.2
əllərinizin nəm olması xarici qatlara təsir göstərəcək bu isə əlinizdə qıdıqlanma hissi yarada və bir növ qabıq əmələ gətirə bilər,Elərinizin nəm olması xarici qatılara təsir göstərəcək. Bu isə elinizdə qıdıqlanma hissiyyədə və bir nüf qabıq əmələ getirə bilər.,0.45,0.1076923076923077
qubernatorluq yaralananlardan 19 nəfərin polis işçisi olduğuna dair məlumat verdi,Qubr-Natorlog yarananlardan 19 nəfərin polis işcisi olduğuna dair məlumat verdi.,0.4,0.09876543209876543
digər nominasiyalara ən yaxşı film rejissor kinematoqrafiya kostyum dizaynı film montajı ən yaxşı film musiqisi bədii rəhbər səs montajı səs miksi və ən yaxşı ssenari aiddir,"Diqər naminasiyallara ən yaxşı film rejisor, kinomatografiya, qosyum dizaynı, film montajı, ən yaxşı film müziqisi, bədiyirə, bər, səs montajı, səs miksivə ən yaxşı senarya aydır.",0.5769230769230769,0.1676300578034682
keçən həftə meti i̇qtisadiyyat ticarət və sənaye nazirliyi apple-dan həddən artıq çox isinmə halı ilə əlaqəli əlavə 34 şikayət gəldiyini və şirkətin bunları qeyri-ciddi hallar olaraq dəyərləndirdiyini bildirib,"Kətən həftə Meti iqtisadiyyət ticaret və sanayə nəzəlləyi, Apple-dan Heddan Artaçox isimlə halı ilə alaqəli əlavı 34 şikayət gəldiyini və şirkətin bunları qeyri ciddə hallar olaraq da əlin dinləyini bildirib.",0.6071428571428571,0.15311004784688995
abş gimnastika qurumu və abş olimpiya komitəsinin hədəfləri eynidir onlar atletlərin təhlükəsiz pozitiv və etibarlı bir mühitdə öz arzularının ardınca getməsi üçün idmanın gimnastika və digər növlərini mümkün qədər təhlükəsiz etməyə çalışırlar,"Abuş Gimnasika qurumu və Abuş Alimpia Komitesinin hədəfləri eynidir. Onlar adlətlərin təhlüksiz, pozitiv və əhtibalı bir mühiddə özansuların ağzınıza getməsi üçün idmanın gimnasika vədikəlini övlərinə mümkün qədər təhlüksə etməyə çalışırlar.",0.59375,0.14814814814814814
uşaqlar üçün ərazidə ən maraqlı şeylərdən biri piramida səsi və işıqları şousudur,Uşaklar üçün ərazi də ən maraqlı şeylərdən biri piramida səsi və eşyqları şovsudur.,0.4166666666666667,0.07407407407407407
lakin quşların hələ də dinozavra bənzəyən çoxlu tərəfləri var,Lakin quşların hələdə dinazavra bənzəyən çoxu tərəfləri var.,0.5555555555555556,0.06557377049180328
əlbəttə bu ənənənin xristian dini baxımından izahı var amma bu xristianlıqdan əvvəl olan baharın gəlişi və məhsuldarlıq səbəbilə də keçirilə bilər,"Elbək də bu ənəni xristiyan dini baxımdan izraxı var. Amma bu xristiyanlıqdan əvvəl olan baharın, gəlişi və məhsul darlıq səbəbi ilə də kesilə bilər.",0.7142857142857143,0.1506849315068493
duval hekayə ilə əlaqəsi olan millerdə böyük bir təəssürat yaratmadı duvel evli idi və iki yetkin uşağı var idi,Duval hekaya elə qas olan millərdə böyük bir təyəsurat yaratmadı. Tuval evliydə və iki etkinuşağı var idi.,0.631578947368421,0.18018018018018017
onu sinqapur baş nazirinin köməkçisi vonq kan senq qarşıladı daha sonra sinqapurun baş naziri li syan lunq ilə görüşərək iqtisadiyyat və terrorizm haqqındakı problemlərdən danışdı,Onu singapur başlığınızın kümətcisi Wong Kang-Singh arışladı. Daha sonra singapurun başlığınızı Lisha Jung ilə görüşərək. İxsadiyyə fətirarizm haqqımdaki problemlərdən danışdı.,0.8,0.2905027932960894
i̇yirminci əsr tədqiqatları göstərdi ki genetik müxtəlifliyin gizli və ifadə edilmiş olmaqla iki bazası var,"20. Əsr təyqatları göstərdə ki, genetik müxtəlifliyin gizli və ifadə edilmiş olmaqla iki bazası var.",0.3333333333333333,0.14953271028037382
maria adlanan qaranlıq qatların altında daha nazik dağlıq yerlərin altında isə daha qalın görünür,"Maria adlanan qaranlıq qatların altında daha nazi, dağlıq yerlərin altındə isə daha qalın görünür.",0.21428571428571427,0.030927835051546393
şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur,"Şəhər eyni zamanda Afrikadakı Dağ Qarilullahsını müşahət etməyin, en ucuz yollarından biri olan Nira Gongo vulkanik dağınadırmam mava üçün əsas yerəsəb olunur.",0.5,0.1346153846153846
qabıq yaxın tərəfdə təxminən 70 km uzaq tərəfdə isə 100 km qalınlığa malikdir,"Qabıq yaxın tərəfdə təxmünə 70 km, uzak tərəfdə yus yüzyəl kilometr qalınına amalikdir.",0.6153846153846154,0.2987012987012987
yol hərəkəti sürücülərin fərdi şəkildə və nəqliyyat vasitələrinin iki nöqtə arasındakı hərəkətlərin və bir-birləri ilə yaratdıqları interaktiv əlaqənin təhlilidir,"Yol hərəkəti, sürücülərin fərdı şəkildə və nəqilət vasitələrin iki noktorasına kəriqətlərin və birbirləri ilə yarattıqları interaktif elagənin təhlilidir.",0.631578947368421,0.15432098765432098
bu video oyunlarda oyunçulara cihazı havada hərəkət etdirməklə oyunun gedişatına nəzarət etmək imkanı verir,"Bu video oyunlarda oyunçulara cihazı havada hərəkət etməklə, oyunun gedişatına nəzaret etmək imkanı verir.",0.21428571428571427,0.056074766355140186
bloqqinq şagirdlərdə əməkdaşlıq ruhunu artırır və məktəbdə öyrəndikləri ilə məhdudlaşan biliklərini genişləndirməyə təşviq edir,"Blogging şahirdlərdə əməktaşlıq ruhuna artırır, əməkdəbdə öyrəndiyirlərəmə, məhdudlaşan bilihlərinək yenişləndirməyi təşvüq edir.",0.9285714285714286,0.1968503937007874
